user_uid,element_uid,rating
359853,747,6
165361,4160,4
205823,2714,2
124177,747,10
384708,8469,6
169262,2714,9
262500,747,10
493066,4874,10
553180,7995,3
589557,747,4
266179,2714,7
148507,6812,10
133200,2714,9
43694,6340,8
585656,1415,9
282035,747,10
98352,2714,7
361739,747,10
47647,2642,8
268727,2714,10
119024,747,6
67420,2714,7
304758,7395,10
383908,747,10
566385,747,8
146572,9794,6
511013,747,10
586557,4560,5
249465,747,10
149322,10104,6
426712,5436,9
377879,2714,10
363456,4626,4
38114,747,10
166999,747,8
366882,7644,10
201040,9794,4
573605,8301,9
3102,2714,9
397332,747,10
129810,9858,7
592575,7200,10
212059,640,10
298586,5903,10
137135,7232,9
431370,9597,10
541857,2714,10
538772,747,10
101303,747,10
39632,7025,8
202799,7898,10
483204,4558,9
572674,9971,7
105538,747,10
287708,1654,10
400641,747,10
169522,2633,8
326094,747,9
245120,747,8
149406,4118,9
475284,2714,10
357790,4118,10
563208,2714,7
575722,10071,6
267716,8243,8
7152,747,8
399255,2714,10
157506,2714,10
97804,2714,6
172056,2714,7
55781,3903,10
15586,8654,10
547927,2714,10
277046,747,10
175355,2714,8
157506,747,10
55962,2714,8
300837,747,10
500535,747,4
367099,747,10
435979,2714,6
112002,4481,10
577254,7232,10
236046,2714,10
390031,5900,8
434782,2636,8
117880,7036,10
8668,747,9
466971,747,9
320506,2714,10
90882,747,10
158356,2714,10
25205,747,9
508070,5903,10
484017,2714,9
136439,2714,10
210176,1048,4
468760,5562,10
431037,918,7
140942,2714,8
433718,9016,9
226626,4401,10
410022,6047,8
560698,2714,9
334918,2714,8
542776,2714,9
307172,2714,8
579976,8323,3
484017,747,10
562329,2714,8
189748,3958,10
439339,317,10
229483,7641,10
285505,5770,8
322223,2714,9
425359,747,10
422566,270,10
579667,2714,10
164975,7878,10
163933,747,10
512049,5900,8
101399,160,10
255145,4626,9
526605,7609,10
153384,2714,9
101443,2803,8
160927,115,10
126533,5427,9
244890,1912,7
144228,2714,10
395622,2714,9
455514,2714,10
11279,7166,10
254606,2633,9
161057,5648,10
176735,747,8
211924,4560,9
347718,5129,9
451283,2993,10
15139,2714,10
111642,9785,10
114600,747,9
585654,747,10
302030,2714,10
68453,747,10
492267,747,9
274747,9540,9
468639,6812,9
356923,747,10
152850,747,7
294568,2714,7
485723,9105,7
29866,2714,10
318332,2714,5
515181,9411,7
204029,6456,6
203698,2714,10
82858,747,7
92031,2714,9
333799,4187,9
95162,747,9
82904,7632,8
586916,747,8
574072,7878,9
274578,3752,6
509614,1767,6
574072,2714,10
294082,3385,10
1301,2714,8
567656,8585,10
574072,4777,9
542203,7296,6
186451,9105,5
563025,1189,6
428867,6005,8
1924,2714,10
421452,2714,10
271199,2714,7
36341,2714,9
427071,2714,8
287646,747,10
82904,2477,8
275103,747,9
547839,747,10
425745,9329,3
322566,747,8
268605,2714,10
569982,747,10
169865,7790,4
483405,2714,8
570192,3634,9
97804,747,4
551508,2714,8
245626,2714,10
418516,2714,7
200813,747,10
22169,747,8
290195,8623,4
97397,747,8
569622,747,10
168258,2714,10
298975,7174,10
551934,9794,9
368228,747,9
587150,2714,10
90678,747,10
242238,2714,9
192257,2714,6
176735,2714,10
428830,96,2
385965,747,10
402065,18,9
473204,2995,8
466011,8064,9
466011,7025,9
287920,270,7
106963,5872,9
450433,747,10
478496,2308,10
269250,4732,8
544647,2714,3
478436,8182,9
33051,2714,8
466287,2714,5
167951,6812,7
488616,747,4
111816,9322,7
463708,747,10
29907,6551,8
31646,747,10
60608,2328,8
315359,2714,10
264110,747,10
357538,1375,9
268359,2714,9
536249,6084,10
291348,2714,4
491983,2714,9
464783,747,10
139497,2714,6
179407,6015,6
361135,3414,9
109578,2270,2
262287,747,8
72739,3218,8
366765,2714,10
472195,10005,10
209604,2714,10
443007,8469,10
583132,2714,10
56567,699,10
476243,6340,10
5207,2714,9
121284,4833,3
343511,2714,9
323350,2714,5
233056,747,10
308614,747,10
148164,2714,10
87955,2714,10
319960,2714,8
276613,7391,10
356591,2714,10
399611,747,10
406914,747,10
577573,10183,8
144874,1386,9
250717,2714,10
525612,5113,10
310108,2633,8
239866,747,4
465013,9540,9
106148,3527,8
164975,4730,7
530557,1375,10
460858,5648,10
210157,9538,6
88469,8469,10
125646,2714,10
311448,6015,6
338688,9122,6
462712,747,8
104636,2428,9
410246,9300,2
518079,2636,5
303284,2714,9
253851,4626,4
419097,2714,9
448149,6188,8
407576,2636,8
148311,2714,4
182477,747,10
524022,1557,8
295756,747,10
94997,317,9
534393,2714,7
158356,7789,6
343098,932,10
381650,2714,10
490967,9373,10
292089,9827,9
22453,747,4
392893,747,4
343530,2714,10
210937,2714,8
317689,747,4
557660,2714,9
6582,2714,9
136438,5542,10
89205,2028,10
139497,747,10
121910,7207,10
405487,2714,10
259188,2714,9
410602,2714,10
215498,747,8
65855,747,10
89452,8591,7
27794,747,8
125171,8469,10
589756,7374,6
571884,2714,10
334593,6500,9
392893,2714,7
403643,2714,10
272989,2714,9
88286,747,10
402597,747,8
402597,2714,9
77507,2714,8
503097,2714,9
4108,2714,8
223572,2714,9
462376,3406,9
98939,747,9
118828,8182,6
523294,747,8
259326,2714,8
440648,2714,9
506272,747,10
561411,5738,10
115397,1189,10
580982,747,10
38677,7374,10
4282,4729,10
590415,747,10
173091,8163,5
73778,2714,8
124870,2270,9
346944,747,9
291257,2714,10
6213,2714,9
300569,3218,9
445044,925,10
192640,4558,9
251968,5667,8
9372,7644,9
462712,2714,8
158678,2552,9
589524,747,5
471029,2714,8
88606,747,9
419214,2714,10
10989,2714,10
8456,747,10
515242,2743,10
324373,747,10
393075,7200,10
164180,2714,8
257893,747,10
13614,2714,10
467649,747,10
4695,5542,10
342867,2714,10
577339,6811,2
244627,7174,5
462550,7296,8
589524,2714,10
257893,2714,9
44016,2714,7
267696,5858,9
390764,2882,8
566554,747,9
566554,2714,10
173468,2308,8
386790,7834,9
238245,1513,10
442173,7644,10
507057,747,4
195849,1654,6
495059,747,10
100397,5237,9
142514,2714,9
58692,4481,9
335341,925,2
93170,2714,9
95848,10183,10
569216,2714,10
368929,2714,9
308106,2714,8
172548,747,10
590372,2714,9
574998,3438,5
446364,6407,8
210,747,8
552343,747,9
133494,747,10
201432,4915,9
385152,2714,7
130119,4187,6
131359,2714,10
307335,6456,4
47728,2714,8
260147,2714,7
320816,2714,9
383495,1912,10
4782,9741,10
245682,2714,6
43625,5183,10
458894,747,10
44428,1557,8
289104,747,10
462063,4015,1
28094,4207,8
79330,4732,4
85308,747,8
254984,3385,5
561378,4253,7
296505,2714,9
53942,8075,9
499993,2714,10
315679,2714,10
457837,7602,2
484867,747,10
457450,9324,8
541669,747,10
557592,7131,7
513772,2714,10
289756,2714,10
122028,2714,9
402417,747,10
520616,747,10
368395,1654,9
371783,9404,4
69963,747,9
230035,2714,9
89102,2714,10
219941,747,10
528060,6591,8
501260,747,10
205985,4118,6
280599,9538,4
142504,7207,10
275228,747,10
319972,2636,10
196753,747,10
229718,2714,10
279546,747,10
360706,2714,10
503545,2714,10
538226,317,8
66843,2714,10
422829,2714,9
311501,2714,4
563825,7632,10
164168,9392,10
537031,5738,6
55212,2714,9
213090,8901,10
185023,2714,10
489349,2882,1
583769,2714,10
84096,747,10
579348,6164,10
65136,747,10
295127,2714,8
22820,8182,8
104463,2714,8
317295,747,9
223550,2714,10
365023,747,10
463999,2714,9
485736,2552,4
108830,2714,7
315081,2714,8
300483,2714,10
425676,2714,10
409345,3752,6
133697,2714,5
199770,2714,6
168385,2714,10
520616,1654,10
343785,1196,9
150444,3038,9
257952,9185,9
545323,747,10
49715,5858,10
384638,747,6
201060,7632,10
498047,2714,6
200567,2714,7
521257,2714,8
554336,5691,10
39292,747,10
184154,4844,8
369987,2714,7
8824,9105,7
219579,3038,10
530529,2714,10
176697,5903,10
130706,2714,6
425676,747,10
69821,2714,9
145582,2714,9
580273,747,10
276862,2714,10
147261,747,10
398484,1557,9
570512,2714,8
293598,3861,10
521257,747,8
395830,7632,10
466614,2714,9
299029,2714,7
364480,2714,5
84285,2725,8
429603,2844,8
589599,747,10
278844,2714,10
471824,1048,9
471824,2714,10
114044,2714,10
17024,4481,5
192257,747,2
132749,2949,8
57235,747,10
395695,2714,8
420350,2714,7
25641,747,10
60028,7609,7
349278,2714,10
166382,9876,10
169522,10078,10
256075,2636,10
153184,9265,4
449724,2714,8
5599,2714,10
276972,2714,8
475129,2801,9
429564,2714,8
576502,747,7
44830,2714,8
259611,747,8
15001,747,8
317998,2714,8
481093,2714,6
38908,2174,9
32433,747,8
78831,4729,10
17408,2714,10
201057,2714,8
211708,9016,8
66985,189,6
271141,2424,10
431377,5694,8
333605,747,10
455760,2714,10
370713,2714,4
179451,2714,10
300261,747,9
477273,747,9
428456,631,9
36428,747,10
353595,747,7
189082,631,6
105149,747,10
557793,6551,10
279146,2714,6
175422,2714,10
164975,1912,10
211248,2714,10
524730,9057,8
408342,2714,10
181618,747,9
310132,6374,8
550217,2714,8
498346,5298,8
321952,9329,5
70128,2714,7
291230,747,8
22205,6811,5
206969,2714,10
114962,2714,10
331257,7252,10
460421,2714,10
313154,2803,10
245317,747,10
208178,1405,10
166214,2714,10
276389,747,6
401827,2714,10
157493,1654,8
552215,747,10
243006,747,10
170860,2714,10
577339,5679,10
279415,2714,7
156761,2714,8
486669,2714,10
161057,4777,9
111276,2714,10
10832,2714,10
167599,2714,7
67816,2714,9
223276,747,10
125593,2714,9
174560,2458,8
223208,747,10
122000,2714,7
217897,1630,6
582744,4777,9
94634,2714,10
397561,2714,9
329886,1376,9
20723,2921,8
439130,2714,10
358092,1086,10
143097,5407,10
358985,5562,8
101205,3485,8
124200,746,6
347293,2714,5
130053,2714,10
66642,2714,4
183075,747,10
557756,747,10
199121,747,4
474823,8210,9
416332,9696,10
321952,747,10
514010,2028,10
325590,4626,8
528753,5903,8
100582,4096,8
362598,8117,10
423285,747,10
43447,9329,2
259037,2714,10
18080,5434,10
490658,5562,10
4246,2714,10
426904,2714,7
175327,4118,9
456232,747,5
342736,747,10
8760,9540,8
507434,747,10
312133,6154,10
311546,3414,8
451441,2477,10
452904,9404,10
395709,8243,6
52104,317,7
399361,747,9
372623,747,10
21221,2714,8
395220,2714,7
356073,2714,8
462050,747,10
170904,747,10
15597,2714,8
395585,747,10
544065,2714,10
514960,6340,10
487527,5990,9
402159,747,10
393743,2714,9
42695,8907,2
460688,6138,9
295945,2714,9
439498,7693,7
245563,747,10
281995,2767,8
308321,2714,10
450231,7271,7
573166,4874,8
138998,747,10
545151,40,9
189685,1034,6
139904,3125,10
371972,5427,8
198733,747,10
348376,7166,10
181670,1385,4
315668,2714,9
77842,7025,8
359566,1947,10
440527,2714,8
531187,2714,9
341216,2714,8
84477,3023,8
442214,1048,8
463739,2714,10
194534,5503,10
495894,3746,8
381824,747,10
140723,2714,10
477273,2714,10
478630,1642,8
408872,747,10
580572,4874,6
327412,631,4
370645,9014,8
348569,747,6
243777,7025,10
156079,2714,10
17472,8117,7
511857,6340,9
409865,2714,10
210907,2714,4
172180,747,9
158091,2714,4
210907,747,4
450855,3438,9
185687,344,6
529896,747,10
585441,5900,10
340764,747,10
262274,2714,9
88793,9597,9
358444,747,10
570263,2217,9
393179,3746,8
13802,7878,10
318841,994,10
500759,2714,9
334942,747,9
125171,8804,10
278633,747,10
278633,2714,10
462755,7207,8
358444,2714,10
295909,7025,10
556391,747,10
342736,2714,10
310248,2714,9
397579,2714,4
125171,3258,10
118415,7025,8
550321,1686,10
28205,2714,9
570263,1436,8
236757,1822,4
65815,747,8
488143,2714,10
173079,747,10
570263,1358,5
28052,747,10
52798,3958,10
364023,2604,9
165886,747,8
510847,747,10
116123,7834,7
60036,1086,9
249437,747,10
105345,2714,8
412396,4915,6
358896,631,9
347908,2714,10
537126,747,10
577683,3438,10
95820,747,10
72383,2714,2
215752,747,8
413216,747,5
573128,932,9
471841,2714,10
534358,747,10
404461,1702,10
383910,747,8
498575,2714,5
193809,6398,8
185687,8654,7
108799,4253,3
454533,6164,10
86470,8680,8
553346,5442,10
31434,317,7
477541,747,10
479523,7025,10
1156,2714,8
204234,1557,8
308695,2714,10
573027,3125,8
285394,5503,10
250921,40,9
408532,747,8
376501,2714,8
494909,2714,10
121450,2714,10
139986,7898,6
354251,2714,8
435156,747,8
167629,2714,9
134269,4118,3
54387,2714,8
4206,4626,10
336755,5116,10
521864,2714,8
188724,2714,9
244163,7296,6
75845,8916,8
127404,1386,8
508631,2714,10
2152,2714,9
270034,747,8
83879,747,10
520048,2714,10
351370,2921,3
214064,2714,8
181986,5858,7
97352,2714,8
544592,747,10
528060,4560,9
8429,747,10
177310,9597,10
556438,2714,8
509001,747,8
251297,747,8
140766,3198,10
399083,2714,10
522204,5429,6
128727,2714,10
482737,7296,8
456914,2714,8
199595,747,9
296968,2714,6
357016,2993,10
182101,1376,9
285189,2714,8
143097,747,10
323885,747,10
539982,747,10
133960,9685,8
503273,7143,6
436570,747,10
268968,6421,10
440403,7987,8
287648,2921,9
530737,2714,9
22743,6015,8
493050,747,9
268216,4118,10
390656,2589,5
203364,9597,10
70503,1912,8
285027,747,4
123070,747,10
306801,2921,6
422570,6188,8
383562,3284,9
293351,2714,10
374577,3038,8
581129,4401,9
164994,2714,9
167892,2714,10
364830,2714,9
356073,747,10
38784,2714,6
557894,2714,10
291618,2714,8
34402,2308,8
583246,2714,8
116746,2714,10
140766,2308,10
581982,5237,8
391878,1513,9
480262,7632,8
481098,1461,8
426938,2714,7
502241,2714,7
208366,2714,10
296107,9675,9
223971,2714,10
133960,2844,9
3666,747,10
179698,2714,9
481332,747,10
342552,8591,9
398484,7174,9
441210,2714,10
526316,2714,10
253092,747,10
312321,747,10
224833,1971,7
224833,4457,10
224833,4844,8
330622,5770,9
117851,2714,8
70570,9858,9
363549,747,10
547100,1971,6
306246,2714,9
92314,747,10
161331,747,7
529896,2714,10
90504,2714,6
7986,2714,10
63937,747,10
114830,2714,10
228658,747,10
287526,2714,10
148924,2714,10
54706,747,10
36959,2714,7
129786,6188,8
124611,747,10
387387,2714,5
162145,2714,8
467257,2714,8
185596,2714,4
589819,6730,8
384666,7200,9
37941,7970,2
279411,747,10
330323,747,4
505362,7275,9
128391,746,7
303500,747,10
401987,747,10
320760,9185,10
434036,3752,8
512433,1375,10
91724,2714,10
488533,2714,8
406633,2714,6
364845,4560,9
30963,4510,7
352599,994,6
573138,2714,10
394070,2714,10
347045,747,8
178534,2714,4
60995,2714,9
218043,2714,9
245359,2714,8
231823,747,10
441210,747,4
447546,747,10
86780,2714,8
104205,9741,9
104205,3198,9
104205,2308,9
382250,7174,9
285027,2714,4
139986,9785,6
412287,2714,9
212914,8075,10
570822,747,10
456311,2714,8
127768,7479,10
413590,747,10
73416,747,8
443709,6119,7
111507,3485,7
492305,2714,10
262422,2714,2
517032,3903,10
321994,2714,10
519876,747,8
378836,2633,10
502241,747,10
574751,2714,10
364769,2714,9
70408,2714,10
519460,747,10
216377,2714,8
99720,747,8
30890,2714,9
153881,2714,6
438005,747,10
81675,6684,5
73002,747,10
369298,2714,9
238011,7025,9
215752,7200,6
265459,2714,6
435358,64,8
419611,747,10
549931,7296,7
329808,747,10
400616,2714,10
325715,2714,10
584450,2714,10
381480,2714,8
155197,2714,10
384598,2714,6
142557,747,9
30375,2714,10
203943,1375,8
161061,747,7
541213,9392,9
514960,6130,10
579962,1493,9
182932,2714,7
525813,7271,7
109373,2714,10
6858,2714,10
464297,2714,9
455734,747,8
213297,2714,10
492571,270,8
289304,2882,8
421107,1713,10
365639,2714,8
352777,6187,10
318813,2714,10
337266,2714,7
81675,8323,5
251032,7502,7
505507,3109,9
262828,747,10
396793,2714,10
566477,5867,8
39404,4560,6
144203,5562,10
40507,2714,6
428550,4874,9
275427,3469,10
8459,7252,10
514696,5705,10
264264,6340,10
495842,7002,10
423895,9392,8
67430,2714,2
192906,2714,10
581569,747,9
129436,4410,10
533867,2714,8
470879,2714,7
455135,2714,8
557642,747,8
532425,747,10
244787,2714,10
40035,5488,10
74722,2714,10
229422,2714,9
235733,2714,10
109335,2714,8
252486,2714,9
538613,2714,9
482146,9685,8
448114,2328,9
213265,4401,4
488989,2714,10
236105,747,10
8668,2714,8
306307,2714,9
557642,2714,9
46614,747,10
67718,2714,8
490730,2714,10
375448,2714,5
373965,6684,3
237699,7166,10
563489,2714,10
461086,9685,8
235733,747,6
415222,2714,10
384666,2801,9
476873,5562,10
5420,2921,7
436880,5436,4
188375,2714,8
147766,7845,9
149382,7200,10
583408,2714,10
450515,8182,10
529794,747,8
289877,4328,10
81749,747,9
147079,1020,6
560232,2714,10
457983,2714,9
361238,2714,10
204016,2622,8
311080,2714,1
226791,2714,10
462973,747,10
462973,2714,10
273692,747,9
207465,2714,10
357958,5298,10
260899,6812,7
391021,4729,10
260067,2714,10
327605,747,8
69982,2714,10
352243,5542,4
317580,8323,2
477655,747,7
482146,2844,7
249466,2714,10
82254,2714,10
196125,3414,9
169767,747,10
469037,2714,8
71428,3406,8
36804,2552,7
565806,2714,8
228843,344,8
18544,9538,5
298045,2714,8
325234,9108,10
26583,2714,8
50707,6383,8
93943,2714,10
478224,4929,8
104062,8210,8
299948,4118,4
478224,7428,8
149322,4207,7
370643,747,9
111379,1693,10
427767,1436,6
295516,747,10
427767,5034,7
159417,270,7
228962,2714,9
572994,2844,5
299870,7644,10
490730,747,4
403884,747,10
308447,2714,8
280673,3903,10
75993,2714,10
303109,2714,8
194979,6812,6
378548,6730,8
467298,747,10
161157,4187,10
81478,6551,9
260067,747,10
16567,2714,10
381218,2217,4
81675,9329,4
105565,6398,9
336982,2714,8
365943,6361,9
507666,7174,9
335362,2714,10
242094,2714,7
246816,4410,10
189244,6897,8
439130,1252,8
567126,2714,8
497699,4648,10
553667,774,2
403304,747,6
579651,6380,8
167189,2714,9
446364,5427,8
474711,1461,10
464783,2714,4
143704,2921,4
402028,2028,10
588794,2714,7
246946,2714,8
361905,2714,10
477648,1630,8
217871,2714,10
321492,2714,10
350341,4648,9
121998,4730,8
203534,2714,10
529626,6130,10
300839,747,10
132435,3861,10
442720,2714,10
319359,5667,9
458386,2714,8
513610,2714,10
552533,2714,8
382250,8907,8
476243,2714,6
297606,1947,5
122435,747,2
282960,747,8
325743,2714,9
292985,747,9
28934,747,8
550236,747,7
498359,747,7
235227,747,10
102747,2714,8
498687,2714,10
85705,747,10
85705,2714,10
6283,5903,9
529199,747,9
180354,2714,9
154301,1971,10
241280,747,8
357293,747,8
549484,747,10
169209,3385,10
192554,994,9
346501,2714,9
108956,2714,8
103049,747,10
63522,2714,8
126741,747,8
107271,5858,9
283088,2714,8
366981,2714,9
169767,2714,8
183631,9265,10
29995,3903,8
5375,747,10
484803,2270,10
54714,2714,6
488071,5441,4
74951,2714,8
349110,4833,6
239262,2036,8
453654,747,8
518378,10012,8
549484,2714,10
454214,5990,8
523594,218,10
497532,1386,5
308093,4648,10
247177,2562,7
110138,96,9
377375,7252,9
394816,1513,10
471674,6909,7
24925,8054,10
383069,2714,9
156179,4777,8
77110,747,10
424194,2714,10
421490,1616,2
273692,3125,9
477648,3872,8
567059,747,8
507828,747,8
140014,6119,6
483388,747,10
227483,5488,9
519451,747,9
543507,2714,9
140508,2340,5
401914,2714,10
502171,2714,8
517795,2714,8
157330,2714,9
434036,747,9
71596,2714,9
316199,2714,9
255753,747,9
230187,2714,10
506106,2714,8
458277,2714,8
558162,6130,7
261263,747,4
82696,1557,9
70721,747,8
250156,2714,10
419501,747,9
14650,2714,10
556856,2714,6
217890,3958,10
481376,5867,4
316509,2714,10
357453,5562,8
383046,9392,6
231898,9540,6
138185,2714,10
578763,2714,10
465917,1630,2
553056,2725,6
443117,2714,10
311320,2714,10
305575,6188,6
576554,747,10
217830,2714,9
190228,2714,5
249520,5034,4
208514,2714,8
177130,747,10
74065,3232,3
48362,2028,10
213186,2714,10
560221,747,10
113183,1415,7
474726,10139,6
225969,3057,9
479239,747,6
549723,2714,10
62602,1912,9
422570,2714,9
61219,2714,7
188928,396,10
522937,2714,10
184452,2174,10
150685,747,8
197191,2714,9
19858,270,9
538700,5694,9
501438,2714,7
567059,2714,9
576782,2714,9
91908,2714,10
36018,747,10
475218,6730,10
413982,7036,6
257845,747,10
586219,2028,9
126440,2714,10
343143,2714,10
576848,2714,9
539322,5738,5
539425,5990,4
92589,7898,9
95644,2714,10
130765,9785,10
275210,6730,9
383069,747,10
498177,5900,7
293483,2036,9
220670,1971,8
243737,2714,10
180606,747,9
510849,6043,7
20509,747,8
563455,747,6
314134,747,10
140239,2714,10
531020,2714,10
476243,747,10
129925,2714,10
389002,747,9
20543,6340,10
441357,7789,6
331161,747,9
472846,2604,4
48912,747,8
447378,7036,10
183862,3385,10
191352,747,5
328976,2714,8
518722,5694,9
441649,2714,9
100209,2714,9
156023,7789,10
181051,747,10
22538,10039,8
553805,747,10
579920,2714,8
52614,747,8
350975,2714,10
340156,2714,9
368878,747,8
41344,2949,10
261490,7643,3
254826,2714,10
288439,2714,8
135870,2633,7
495665,10170,5
438690,747,9
572804,747,10
141881,4481,8
175534,2714,10
124633,747,8
386790,5436,7
488100,2714,10
414118,2714,10
137958,2633,9
18207,1196,8
230667,747,8
318796,2714,8
187533,8469,8
287719,8054,4
179669,4673,7
143894,2714,9
35217,2714,6
583263,747,8
397610,2714,9
438690,2714,8
278726,2714,9
139453,2714,10
477910,2714,8
464474,2714,10
112187,2714,10
507837,9486,9
199662,5542,8
13842,2714,9
187287,2028,8
381240,8182,10
220542,2714,9
83250,4648,8
558917,6500,10
109939,7834,9
396391,2714,8
439159,747,10
554809,747,10
489324,9827,10
156574,1493,8
17896,747,10
261303,2714,7
17335,2738,9
26712,2714,8
190354,747,10
17335,4965,2
256916,4777,10
199662,1415,8
556499,3861,8
254344,2714,8
318347,747,10
308220,7207,10
323963,7271,10
328945,7006,3
249457,7609,8
130960,2714,8
109627,7275,8
585670,994,6
504246,2714,8
149051,747,10
520893,8972,4
352443,10139,9
201471,747,9
419483,747,9
276404,2714,7
347998,5077,10
390764,2714,8
178972,747,10
510310,1971,10
181051,2714,10
9639,2714,5
2739,2270,10
399255,747,10
557705,4321,8
110138,6380,10
118482,2714,9
456706,2714,8
455470,9486,10
273805,5943,10
495170,2714,8
240358,631,6
221711,2714,6
156023,2714,10
46409,2714,8
145582,4657,9
121613,7789,8
547074,7143,8
311268,2817,8
448509,2233,8
511465,8182,10
198254,747,8
121284,4657,4
90731,3958,5
44255,747,8
11279,2520,10
302556,2714,10
163009,4510,8
286234,2622,10
522955,2714,10
449987,4894,1
201760,2714,10
228790,2714,10
382696,2714,9
60487,774,10
416754,9858,8
472883,2714,7
55030,2501,7
56298,6421,3
62874,2714,10
129686,3125,10
440165,747,6
215059,747,9
366137,2714,8
306869,2714,9
325234,2714,10
431377,2743,9
411173,2714,8
382551,4657,7
416754,7337,8
519490,2714,10
63140,7271,8
219900,1034,9
247542,4401,8
501332,3752,10
172694,1196,9
139904,9185,10
564166,2714,10
522677,2714,9
373886,2714,7
49718,994,10
30174,2714,10
390515,2964,9
254726,2714,10
233994,747,10
200255,2714,10
325923,5900,10
477603,9685,6
289548,747,4
3794,9904,10
242767,747,10
443759,4777,8
421297,2714,4
208087,2714,10
407721,1086,10
289584,747,10
350730,7789,10
420407,747,10
535753,9540,10
390764,747,9
173403,2714,8
448114,5872,6
200282,2714,10
488076,6144,10
547866,8280,8
289584,2714,10
400053,2714,10
483193,2714,6
231208,3903,8
141420,2714,10
333286,747,2
33649,2714,10
265325,5298,8
231709,4342,6
161059,2428,8
201471,2714,9
143990,747,9
478716,2714,9
89107,9844,10
445858,2714,8
424673,4830,10
236835,9794,10
190268,747,10
308404,747,9
589444,3125,9
426411,3746,4
245431,2714,9
484936,747,9
484936,5034,7
120077,2714,8
530932,2714,10
481363,3438,7
9639,747,10
83342,2714,10
103114,2714,10
25753,1189,8
138391,1375,8
589045,2714,8
254338,2714,10
302262,2714,8
134595,2714,8
39659,4501,7
485394,747,8
251153,2714,10
138977,2714,10
140444,747,9
14584,5988,6
584140,2714,9
360249,7644,4
583592,747,10
40035,10039,10
284148,2714,9
45817,747,8
522455,2714,10
412626,2714,6
292229,2714,7
105406,2714,10
105406,747,10
557509,2714,8
517047,5872,7
354983,938,6
423911,2714,10
520304,2714,9
397715,2714,10
352662,3023,10
226716,747,10
524786,2714,10
103307,2714,7
521658,8301,4
414363,747,9
193809,3469,7
53880,747,4
562785,2714,7
262773,747,8
216861,747,9
9859,2714,10
497290,4844,9
195730,2714,8
396719,747,7
469308,2714,9
505536,747,10
182193,18,9
130870,6407,4
388992,2714,7
537873,2163,8
216897,747,10
387319,2714,8
91957,3023,8
154295,747,10
11495,747,9
247609,2949,10
493299,747,10
171105,2714,10
462449,2714,9
356339,10139,10
511564,2714,10
176843,747,6
157044,2714,10
443564,2714,8
137135,8359,8
157684,747,9
263741,2714,10
428449,8243,10
186799,4626,9
108799,5488,4
112687,747,9
447772,747,4
338081,6187,10
549297,4491,10
412077,2714,3
494673,2714,9
362512,747,8
75354,6084,6
275114,2714,8
578207,2714,8
298273,747,8
97470,747,4
123786,2949,8
430105,2714,8
213983,4626,10
510293,7143,10
444197,4491,10
169550,9766,10
80201,4915,6
139472,2714,10
484584,747,10
456670,5007,10
2777,2714,8
56298,1616,2
318370,5441,9
282444,2714,10
226489,2714,10
96818,747,10
131213,2714,10
552510,2714,8
246353,9675,5
528989,747,10
92260,2714,9
137231,3438,10
308852,2714,7
580676,2714,9
150851,747,7
456821,2714,10
124137,2714,10
37560,2714,10
252467,2714,9
170078,7036,9
319918,747,10
238894,2714,8
66326,747,4
384966,2714,10
24785,747,10
493556,4207,2
214384,4844,8
306671,2714,8
161543,747,8
322420,2714,10
586376,2714,10
82440,3109,10
529231,2714,10
438897,6043,10
454282,2714,6
555572,2986,8
455815,2714,8
483479,2714,10
38275,3223,10
109294,2714,1
478578,2714,9
199749,747,7
544881,747,10
182437,2714,10
362992,5436,8
582248,5691,10
471687,3438,6
474275,2714,9
536178,2714,10
185695,2714,10
138300,747,10
114962,747,10
33767,2714,9
560284,8075,10
240504,2714,10
114079,747,10
529571,747,9
141920,2714,10
449468,2714,9
223401,2714,10
401255,1375,10
337226,747,10
539256,5077,3
318594,2714,10
345051,747,10
581046,747,10
89133,2714,10
377597,747,10
339590,2714,10
357917,2714,9
227541,747,9
354729,6015,10
467553,747,10
582375,747,9
459389,747,9
23414,747,9
187412,1189,10
7855,2714,10
450379,2714,7
323963,925,2
429577,10078,8
284256,2714,9
337226,2714,10
400083,2882,7
66026,2714,10
366897,4886,10
295384,1189,10
491737,747,8
428091,2714,10
399887,2714,8
567710,7492,10
318796,747,10
27907,2714,8
439136,40,9
177881,2714,9
428219,1375,9
83230,747,10
505834,2714,10
315065,2714,9
354729,4401,10
379224,2714,10
185638,4197,1
209063,747,7
568524,747,10
259836,747,10
571623,747,7
188303,2714,3
52552,2714,9
437617,2714,10
518727,2714,9
568483,2801,8
271432,2714,10
532030,2714,8
170398,2882,6
312771,747,10
562570,747,10
436214,747,10
282549,2714,6
140068,9827,10
451327,1385,10
134260,2714,10
439502,2714,8
418133,747,8
540510,2714,10
310725,4626,10
363456,6812,10
467483,2714,10
144999,747,10
574754,747,9
143412,2714,9
211224,2714,8
162662,747,8
225767,2714,10
376405,6119,10
289302,7834,7
351190,747,10
347442,747,10
146090,747,9
371123,747,6
341229,747,10
137958,9265,9
245203,747,10
226073,6306,6
446301,1513,10
260145,8822,9
537395,4207,2
485649,2714,9
514696,5990,10
399335,8968,7
589251,747,8
161827,2714,8
230375,2714,9
24124,381,5
490401,2714,10
111507,9685,8
155446,2714,7
589251,2714,9
241234,2714,10
59091,8243,4
333197,2714,10
